0,1,2,3,4,5,6,7,8
El Salvador,17,Marcelo Arevalo,,,,,--,--
Equatorial Guinea,26,Eric Moussambani,http://www.wikidata.org/entity/Q288305,wd:Q288305,623906.0,piloto,"Eric Moussambani Malonga (born 31 May 1978) is an Equatoguinean swimmer. Nicknamed Eric the Eel by the media, Moussambani won brief international fame at the 2000 Summer Olympics for an extremely unlikely victory. Moussambani, who had never seen an Olympic-sized swimming pool before, swam his heat of the 100 m freestyle on 19 September in the unprecedentedly slow time of 1:52.72. This was the slowest time in Olympic history by far, and Moussambani had trouble finishing the race, but he won his heat after both his competitors were disqualified due to false starts. Although Moussambani's time was still too slow to advance to the next round, he set a new personal best and an Equatoguinean national record. He later became the coach of the national swimming squad of Equatorial Guinea.",https://en.wikipedia.org/wiki/Eric_Moussambani
Eritrea,30,Zersenay Tadese,http://www.wikidata.org/entity/Q192033,wd:Q192033,926251.0,Eritrean long-distance runner,"Zersenay Tadese Habtesilase (Tigrinya: ዘርእሰናይ ታደሰ; born 8 February 1982) is an Eritrean long-distance track and road running athlete. He held the men's half marathon world record from 2010 to 2018. His bronze medal in the 10,000 metres at the 2004 Athens Olympics made him the first ever Eritrean Olympic medallist, and his 20-km title at the 2006 IAAF World Road Running Championships also made him the country's first athlete to win at a world championship event. He does not use a sprint finish to win races; his strategy relies on a combination of efficient running and fast pace setting.
Zersenay (""Tadese"" is his father's name) has found most of his success in the half marathon, with four consecutive victories in the World Half Marathon Championships from 2006 to 2009 (with a 2006 20 km edition), a silver medal in 2010 and a fifth title in 2012. His 5 titles are a record. He set a world record at the Lisbon Half Marathon in 2010.
He has also excelled in cross country running, winning a gold, a silver, and two bronze medals in the long-distance race over five IAAF World Cross Country Championships. He is a four-time Olympian (2004, 2008, 2012 and 2016).
In 2009, Zersenay became only the second man (after Paul Tergat) to win three World Championship medals over three different surfaces in the same year, winning World Cross Country bronze, 10,000 metres World Championship silver on the track, and gold in road running at the World Half Marathon Championships. He is a popular public figure in his home country; 2500 guests attended his wedding to Merhawit Solomon, which was broadcast live on Eritrean television. His brother, Kidane Tadese, is also a professional distance runner.
In 2016, he was chosen to be part of Nike's Breaking2 team to try to break 2 hours for the marathon and finished in 2:06:51h.",https://en.wikipedia.org/wiki/Zersenay_Tadese
Estonia,50,Paul Keres,http://www.wikidata.org/entity/Q207727,wd:Q207727,295845.0,Estonian and Soviet chess player,"Paul Keres ([ˈpɑu̯l ˈkeres]; 7 January 1916 – 5 June 1975) was an Estonian chess grandmaster and chess writer. He was among the world's top players from the mid-1930s to the mid-1960s, and narrowly missed a chance at a World Chess Championship match on five occasions. As Estonia was repeatedly invaded and occupied during World War II, Keres was forced by the circumstances to represent the former Soviet Union (1940–41, 1944–75) and Nazi Germany (1941–44) in international tournaments. 
Keres won the AVRO 1938 chess tournament, which led to negotiations for a title match against the reigning World Champion Alexander Alekhine, but the match never took place due to the outbreak of World War II in 1939. Keres was runner-up in the Candidates Tournament on four consecutive occasions in 1953–1962. Due to these and other strong results, many chess historians consider Keres one of the greatest players in history, and the strongest player never to become world champion. ""Super grandmaster"" is an informal term to refer to the world's elite players — usually players who are serious contenders for the World Championship — and Keres fits this description. He was nicknamed ""Paul the Second"", ""The Eternal Second"" and ""The Crown Prince of Chess"".

",https://en.wikipedia.org/wiki/Paul_Keres
Eswatini,12,Sibusiso Matsenjwa,http://www.wikidata.org/entity/Q7507323,wd:Q7507323,36654859.0,Swazi sprinter,"Sibusiso Bruno Matsenjwa (born 2 May 1988) is a sprinter from Eswatini. He competed in the 200 metres at the 2012 and 2016 Olympics, but failed to reach the finals. He broke the national record on both occasions and served as the flag bearer for Eswatini during the opening ceremony in 2016. Matsenjwa holds national records over 100–400 m distances. He represented his country at three outdoor and three indoor world championships. Sibusiso also competed at the 2018 Gold Coast Commonwealth Games.
He competed in the men's 200m at the 2020 Summer Olympics.",https://en.wikipedia.org/wiki/Sibusiso_Matsenjwa
Ethiopia,62,Abebe Bikila,http://www.wikidata.org/entity/Q52596,wd:Q52596,671288.0,Ethiopian double Olympic marathon champion,"Shambel Abebe Bikila (Amharic: ሻምበል አበበ ቢቂላ; August 7, 1932 – October 25, 1973) was an Ethiopian marathon runner who was a back-to-back Olympic marathon champion. He is the first Ethiopian Olympic gold medalist, winning his and Africa's first gold medal at the 1960 Summer Olympics in Rome while running barefoot. At the 1964 Tokyo Olympics, he won his second gold medal. In turn, he became the first athlete to successfully defend an Olympic marathon title. In both victories, he ran in world record time.
Born in Shewa, Abebe moved to Addis Ababa around 1952 and joined the 5th Infantry Regiment of the Ethiopian Imperial Guard, an elite infantry division that safeguarded the emperor of Ethiopia. Enlisting as a soldier before his athletic career, he rose to the rank of shambel (captain). Abebe participated in a total of sixteen marathons. He placed second on his first marathon in Addis Ababa, won twelve other races, and finished fifth in the 1963 Boston Marathon. In July 1967, he sustained the first of several sports-related leg injuries that prevented him from finishing his last two marathons. Abebe was a pioneer in long-distance running. Mamo Wolde, Juma Ikangaa, Tegla Loroupe, Paul Tergat, and Haile Gebrselassie—all recipients of the New York Road Runners' Abebe Bikila Award—are a few of the athletes who have followed in his footsteps to establish East Africa as a force in long-distance running.On March 22, 1969, Abebe was paralysed due to a car accident. He regained some upper-body mobility, but he never walked again. While he was receiving medical treatment in England, Abebe competed in archery and table tennis at the 1970 Stoke Mandeville Games in London. Those games were an early predecessor of the Paralympic Games. He competed in both sports at a 1971 competition for disabled people in Norway and won its cross-country sleigh-riding event. Abebe died at age 41 on October 25, 1973, of a cerebral haemorrhage related to his accident four years earlier. He received a state funeral, and Emperor Haile Selassie declared a national day of mourning. Many schools, venues, and events, including Abebe Bikila Stadium in Addis Ababa, are named after him. He is the subject of biographies and films documenting his athletic career, and he is often featured in publications about the marathon and the Olympics.

",https://en.wikipedia.org/wiki/Abebe_Bikila
Federated States of Micronesia,10,Jennifer Chieng,http://www.wikidata.org/entity/Q26472808,wd:Q26472808,51386038.0,Micronesian boxer and mixed martial arts fighter,"Jennifer Dugwen Chieng (born April 29, 1986) is an American-born boxer and mixed martial artist who represents the Federated States of Micronesia in sports. She competed at the 2016 Summer Olympics in the women's boxing - lightweight event, in which she was eliminated in the round of 16 by Mikaela Mayer. She was the flag bearer for her country at the Parade of Nations.",https://en.wikipedia.org/wiki/Jennifer_Chieng
Fiji,28,Vijay Singh,http://www.wikidata.org/entity/Q331942,wd:Q331942,426484.0,Fijian-Indian professional golfer (born 1963),"Vijay Singh  (Fiji Hindi: विजय सिंह pronounced [ˈʋɪdʒəj sɪ̃ɦ]; born 22 February 1963), nicknamed ""The Big Fijian"", is a Fijian professional golfer. He has won 34 events on the PGA Tour, including three major championships: one Masters title (2000) and two PGA Championships (1998, 2004). He is the first person of South Asian descent to win a major championship. He was elected to the World Golf Hall of Fame in 2006.Singh reached world number one in the Official World Golf Ranking for 32 weeks in 2004 and 2005.  Vijay was the 12th man to reach the world No. 1 ranking and was the only new world No. 1 in the 2000s decade. Singh was the leading PGA Tour money winner in 2003, 2004 and 2008. He also captured the FedEx Cup in 2008.",https://en.wikipedia.org/wiki/Vijay_Singh
Finland,89,Kimi Räikkönen,http://www.wikidata.org/entity/Q11192,wd:Q11192,234756.0,Finnish racing driver,"Kimi-Matias Räikkönen (Finnish pronunciation: [ˈkimi ˈmɑtiɑs ˈræi̯kːønen]; born 17 October 1979), nicknamed ""The Iceman"", is a Finnish racing driver who competed in Formula One between 2001 and 2021 for Sauber, McLaren, Ferrari, Lotus, and Alfa Romeo. Räikkönen won the 2007 Formula One World Championship while driving for Ferrari; he also managed to finish second overall twice and third three times. Räikkönen is the most successful Finnish Formula One driver by several metrics, and has the fifth-most podium finishes (103), third-most fastest laps (46), and second-most race starts (349) in Formula One history. He is known for his reserved personality and reluctance to participate in public relations.
Räikkönen entered Formula One as a regular driver for Sauber-Petronas in 2001, having previously competed in just 23 car races. He joined McLaren-Mercedes in 2002, and quickly established himself as a title contender by finishing runner-up in the championship to Michael Schumacher in 2003, and Fernando Alonso in 2005. Räikkönen's time at McLaren was marred by a succession of unreliable cars, prompting a move to Ferrari in 2007. This change saw him crowned Formula One World Drivers' Champion in his first season, pipping both McLaren drivers—Lewis Hamilton and Alonso—to the title by one point. In 2008, he equalled the record for the greatest number of fastest laps in a season for the second time.
Räikkönen left both Scuderia Ferrari and the sport after the 2009 season, his sole victory that year having come in that season's Belgian Grand Prix due to driving an uncompetitive Ferrari F60. On his return to Formula One, Räikkönen drove for Lotus in 2012 and 2013, scoring the team's only victories. In September 2013, Ferrari announced his re-signing on a two-year contract, beginning in the 2014 season. This contract was subsequently extended until the end of the 2018 season. During his second Ferrari stint, Räikkönen scored 26 podiums, two pole positions, and a victory at the 2018 United States Grand Prix, 113 Grands Prix after his last victory. Räikkönen finished among the top four overall in the championship on multiple occasions during his second Ferrari stint, finishing his total eight-year long Ferrari career with a third place in the 2018 championship. Räikkönen left Ferrari at the end of the 2018 season, and moved to Alfa Romeo Racing on a two-year contract, later extending it until the end of 2021, after which he retired from Formula One.
In the World Rally Championship, Räikkönen drove a Citroën C4 WRC for the Citroën Junior Team in 2010, and a Citroën DS3 WRC for ICE 1 Racing in 2011. His stint in the WRC saw him beat some more experienced rally drivers with a best result of fifth, a stage win and 10th in the championship in both seasons. Concurrently, Räikkönen also competed in NASCAR, making one-off appearances in the Camping World Truck Series and the Nationwide Series in 2011, and the Cup Series in 2022. Forbes magazine listed Räikkönen 36th in their 2008 ""Celebrity 100"" as the 26th highest paid celebrity and fifth highest paid sportsman. The same list in 2009 recorded him as the second highest-paid athlete.",https://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
France,81,Alexander Alekhine,http://www.wikidata.org/entity/Q131374,wd:Q131374,72495.0,Russian-French chess player (1892–1946),"Alexander Aleksandrovich Alekhine (October 31 [O.S. October 19] 1892 – March 24, 1946) was a Russian and French chess player and the fourth World Chess Champion, a title he held for two reigns.
By the age of 22, Alekhine was already among the strongest chess players in the world. During the 1920s, he won most of the tournaments in which he played. In 1921, Alekhine left Soviet Russia and emigrated to France, which he represented after 1925. In 1927, he became the fourth World Chess Champion by defeating José Raúl Capablanca.
In the early 1930s, Alekhine dominated tournament play and won two top-class tournaments by large margins. He also played first board for France in five Chess Olympiads, winning individual prizes in each (four medals and a brilliancy prize). Alekhine offered Capablanca a rematch on the same demanding terms that Capablanca had set for him, and negotiations dragged on for years without making much progress. Meanwhile, Alekhine defended his title with ease against Efim Bogoljubov in 1929 and 1934. He was defeated by Max Euwe in 1935, but regained his crown in the 1937 rematch. His tournament record, however, was uneven, and rising young stars like Paul Keres, Reuben Fine, and Mikhail Botvinnik threatened his title. Negotiations for a title match with Keres or Botvinnik were halted by the outbreak of World War II in Europe in 1939. Negotiations with Botvinnik for a world title match were proceeding in 1946 when Alekhine died in Portugal, in unclear circumstances. Alekhine is the only World Chess Champion to have died while holding the title.
Alekhine is known for his fierce and imaginative attacking style, combined with great positional and endgame skill. He is highly regarded as a chess writer and theoretician, having produced innovations in a wide range of chess openings and having given his name to Alekhine's Defence and several other opening variations. He also composed some endgame studies.",https://en.wikipedia.org/wiki/Alexander_Alekhine
Gabon,23,Stephane Lasme,http://www.wikidata.org/entity/Q775144,wd:Q775144,11718319.0,Gabonese professional basketball player,"Yann Ulrich Stéphane Lasme (born December 17, 1982) is a Gabonese former professional basketball player. He played college basketball at the University of Massachusetts (UMass), with the UMass Minutemen, and he was selected by the Golden State Warriors in the second round, 46th overall, in the 2007 NBA draft. In 2016 Stephane won the EuroCup Championship and earned the Finals MVP award, as well as, an All-EuroLeague Second Team selection in 2014 and won the EuroLeague Best Defender award in 2013, among others.",https://en.wikipedia.org/wiki/St%C3%A9phane_Lasme
Georgia,72,Tigran Petrosian,http://www.wikidata.org/entity/Q180636,wd:Q180636,149168.0,Soviet Armenian Grandmaster and World Chess Champion,"Tigran Vartanovich Petrosian (Armenian: Տիգրան Վարդանի Պետրոսյան, Russian: Тигран Вартанович Петросян; 17 June 1929 – 13 August 1984) was a Soviet-Armenian chess grandmaster and World Chess Champion from 1963 to 1969. He was nicknamed ""Iron Tigran"" due to his almost-impenetrable defensive playing style, which emphasized safety above all else. Petrosian is often credited with popularizing chess in Armenia.Petrosian was a candidate for the World Chess Championship on eight occasions (1953, 1956, 1959, 1962, 1971, 1974, 1977 and 1980). He won the World Championship in 1963 (against Mikhail Botvinnik), successfully defended it in 1966 (against Boris Spassky), and lost it to Spassky in 1969. Thus he was the defending World Champion or a World Championship Candidate in ten consecutive three-year cycles. He won the Soviet Championship four times (1959, 1961, 1969, and 1975).

",https://en.wikipedia.org/wiki/Tigran_Petrosian
Germany,148,Michael Schumacher,http://www.wikidata.org/entity/Q9671,wd:Q9671,20396.0,German racing driver,"Michael Schumacher (; German: [ˈmɪçaːʔeːl ˈʃuːmaxɐ] (listen); born 3 January 1969) is a German former racing driver who competed in Formula One for Jordan, Benetton, Ferrari, and Mercedes. Schumacher has a joint-record seven World Drivers' Championship titles (tied with Lewis Hamilton) and, at the time of his retirement from the sport in 2012, he held the records for the most wins (91), pole positions (68), and podium finishes (155)—which have since been broken by Hamilton—while he maintains the record for the most fastest laps (77), among others.
After beginning his racing career in karting, Schumacher enjoyed success in several junior single-seater series. After a one-off Formula One appearance with Jordan at the 1991 Belgian Grand Prix, Schumacher was signed by Benetton for the rest of the 1991 season. He won his first and second drivers' titles consecutively in 1994 and 1995. Schumacher moved to the struggling Ferrari team in 1996. During his first years at the team, Schumacher lost out on the title in the final race of the season in 1997 and 1998 and suffered a broken leg from a brake failure in 1999. He and Ferrari won five consecutive titles from 2000 to 2004, including unprecedented sixth and seventh titles, breaking several records. After finishing third in 2005 and second in 2006, Schumacher retired from the sport, although he later made a brief return with Mercedes from 2010 to 2012.
Schumacher was noted for pushing his car to the very limit for sustained periods during races, a pioneering fitness regimen and ability to galvanise teams around him. He and his younger brother Ralf are the only siblings to win races in Formula One and the first siblings to finish first and second in the same race, a feat they repeated in four subsequent races. Over his career, Schumacher was involved in several controversial racing incidents. Twice, he was involved in collisions in the final race of a season that decided the title: first with Damon Hill at the 1994 Australian Grand Prix, and later with Jacques Villeneuve at the 1997 European Grand Prix. 
An ambassador for UNESCO, Schumacher has been involved in humanitarian projects and has donated tens of millions of dollars to charity.
In December 2013, Schumacher suffered a severe brain injury in a skiing accident. He was placed in a medically induced coma until June 2014. He left the hospital in Grenoble for further rehabilitation at the Lausanne University Hospital, before being relocated to his home to receive medical treatment and rehabilitation privately in September 2014.",https://en.wikipedia.org/wiki/Michael_Schumacher
Ghana,41,Kofi Kingston,http://www.wikidata.org/entity/Q44349,wd:Q44349,14596669.0,Ghanaian-American professional wrestler,"Kofi Nahaje Sarkodie-Mensah (born August 14, 1981) is a Ghanaian-born American professional wrestler. He is currently signed to WWE, where he performs on the SmackDown brand under the ring name Kofi Kingston.
After graduating from Boston College, he decided to pursue a professional wrestling career, and began performing on the New England independent circuit as a Jamaican wrestler by the name of Kofi Nahaje Kingston. After signing a developmental deal with WWE in 2006, he shortened his ring name to Kofi Kingston. He debuted in WWE in 2008 using the same Jamaican character as he did on the independent circuit. In late 2009, he stopped being billed from Jamaica and dropped the accent, although he kept his ring name. He then started being billed from his home country of Ghana.
From 2008 to 2013, Kingston became a four-time Intercontinental Champion, a three-time United States Champion, and a one-time World Tag Team Champion with CM Punk. In 2014, he formed The New Day with Big E and Xavier Woods. The trio went on to break the record for the longest tag team championship reign in WWE history when they held the WWE (Raw) Tag Team Championship from August 2015 to December 2016, defending the titles under the Freebird rule. All totaled, Kingston is a 15-time tag team champion in WWE. In April 2019, Kingston defeated Daniel Bryan at WrestleMania 35 to win the WWE Championship, giving him 23 total championships in WWE.
He is the first, and currently only, African-born world champion in WWE history. His WWE Championship win also made him WWE's 30th Triple Crown Champion and 20th overall Grand Slam Champion (13th under the current format). With his NXT Tag Team Championship win in 2022,  Kingston also became a Tag Team Triple Crown Champion, becoming the only wrestler to have won both the traditional and tag team version of the WWE Triple Crown, as well as having the most overall reigns with a WWE-branded tag team championship with 15. With the exception of a few months spent as a villain in 2015 with The New Day, Sarkodie-Mensah has been a heroic character for almost the entirety of his WWE career. Sarkodie-Mensah has also gotten some distinction through his numerous methods of avoiding elimination during the Royal Rumble.",https://en.wikipedia.org/wiki/Kofi_Kingston
Greece,55,Giannis Antetokounmpo,http://www.wikidata.org/entity/Q8991894,wd:Q8991894,38153033.0,Greek professional basketball player,"Giannis Sina Ugo Antetokounmpo (born Adetokunbo; December 6, 1994) is a Greek-Nigerian professional basketball player for the Milwaukee Bucks of the National Basketball Association (NBA). Antetokounmpo's country of origin, in addition to his size, speed, strength, and ball-handling skills have earned him the nickname ""Greek Freak"".
Born and raised in Athens to Nigerian parents, Antetokounmpo began playing basketball for the youth teams of Filathlitikos in Athens. In 2011, he began playing for the club's senior team before entering the 2013 NBA draft, where he was selected 15th overall by the Bucks. In 2016–17 he led the Bucks in all five major statistical categories and became the first player in NBA history to finish a regular season in the top 20 in all five statistics of total points, rebounds, assists, steals, and blocks. He received the Most Improved Player award in 2017. Antetokounmpo has received seven All-Star selections, including being selected as an All-Star captain in 2019, 2020 and 2023 as he led the Eastern Conference in voting in these three years.
One of the most decorated players in NBA history, Antetokounmpo won consecutive NBA Most Valuable Player Awards in 2019 and 2020, joining Kareem Abdul-Jabbar and LeBron James as the only players in NBA history to win two MVPs before turning 26. Along with his MVP award, he was also named the NBA Defensive Player of the Year in 2020, becoming only the third player after Michael Jordan (1988) and Hakeem Olajuwon (1994) to win both awards in the same season. In 2021, Antetokounmpo led the Bucks to their first NBA championship since 1971 and was named Finals MVP. The same year, he was honored as one of the league's greatest players of all-time by being named to the NBA 75th Anniversary Team.The biopic Rise, based on the life of Antetokounmpo and his family, was released in 2022.",https://en.wikipedia.org/wiki/Giannis_Antetokounmpo
Grenada,38,Kirani James,http://www.wikidata.org/entity/Q1655,wd:Q1655,18422126.0,Grenadian sprinter,"Kirani James  (born 1 September 1992) is a Grenadian professional sprinter who specializes in the 200 and 400 metres. He won the 400 m at the World Championships in 2011 and the 2012 London Olympics. In the 400 metres James also won the silver medal at the 2016 Rio Olympics and bronze medal at the 2020 Tokyo Olympics, thus becoming the first man to earn three medals in the centennial history of the event. He is Grenada's first and only Olympic medalist.Prodigious from a young age, he ran the fastest 400 m times ever by a 14-year-old and a 15-year-old. He won a series of gold medals at the CARIFTA Games and the Commonwealth Youth Games and rose on the international stage with 400 m silver medals at the 2007 World Youth and 2008 World Junior Championships. James became the first athlete to run a 200/400 double at the 2009 World Youth Championships and was the 2010 World Junior Champion.
James received an athletic scholarship at the University of Alabama and won back-to-back NCAA Outdoor Championship titles in his first two years. He is the third fastest of all-time indoors (44.80 seconds) and ran a personal best of 43.74 at a 2014 Diamond League event in Lausanne. James is one of only eleven athletes (along with Valerie Adams, Usain Bolt, Veronica Campbell-Brown, Jacques Freitag, Yelena Isinbayeva, Jana Pittman, Dani Samuels, David Storl, Armand Duplantis and Faith Kipyegon) to win world championships at the youth, junior, and senior level of an athletic event.",https://en.wikipedia.org/wiki/Kirani_James
Guatemala,23,Erick Barrondo,http://www.wikidata.org/entity/Q1712,wd:Q1712,33616917.0,Guatemalan racewalker,"Érick Bernabé Barrondo García (born 14 June 1991) is a Guatemalan racewalker who competes in the 20 km walk and 50 km walk events. He won the silver medal at the Men's 20 km Racewalk in the 2012 Summer Olympics, the first and only Olympic medal in Guatemala's history.",https://en.wikipedia.org/wiki/%C3%89rick_Barrondo
Guinea,15,Sekou Doumbouya,http://www.wikidata.org/entity/Q27999533,wd:Q27999533,52665242.0,French basketball player (born 2000),"Sekou Oumar Doumbouya (born 23 December 2000) is a French professional basketball player for the Delaware Blue Coats of the NBA G League. He plays both the small forward and power forward positions.
Born in Conakry, Guinea, Doumbouya grew up in Paris, France and began his career with local club CJF Les Aubrais when he was 13. In the following year, he attended INSEP and played for amateur team Centre Fédéral. His professional career started in 2016, when he joined Poitiers Basket 86 in the second-tier league of France, remaining with the team for two seasons. In 2018, Doumbouya moved to the first division by signing with Limoges CSP. After one season, he was selected by the Pistons with the fifteenth pick in the 2019 NBA draft. In his rookie season, he was the youngest active player in the NBA. 
Doumbouya is a member of the youth sections of the French national team. He helped France win the gold medal at the 2016 FIBA Europe Under-18 Championship, finishing as his team's leading scorer.",https://en.wikipedia.org/wiki/Sekou_Doumbouya
Guinea-Bissau,12,Augusto Midana,http://www.wikidata.org/entity/Q3361436,wd:Q3361436,18810601.0,Guinea-Bissauan wrestler,"Augusto Midana (born 20 May 1984 in Sucuto-Nhacra) is a freestyle wrestler from Guinea-Bissau who competes in the men's middleweight (-74 kg) category. He represented Guinea-Bissau in the 2008 Summer Olympics in Beijing, China, and was the flagbearer for his nation during the opening ceremonies of those games.  He competed again at the 2012 Summer Olympics, finishing in 7th place.He once again competed for Guinea-Bissau at the 2016 Summer Olympics in Rio de Janeiro. He was defeated by Jordan Burroughs of the United States in the first round. He was the flagbearer for Guinea-Bissau during the Parade of Nations. He qualified at the 2021 African & Oceania Wrestling Olympic Qualification Tournament to represent Guinea-Bissau at the 2020 Summer Olympics in Tokyo, Japan.Midana is six-time African champion at the men's middleweight (–74 kg) category.",https://en.wikipedia.org/wiki/Augusto_Midana
Guyana,25,Ezekiel Jackson,http://www.wikidata.org/entity/Q317721,wd:Q317721,18547938.0,Guyanese professional wrestler and bodybuilder,"Rycklon Stephens (born April 22, 1978) is a Guyanese-American retired professional wrestler and bodybuilder. He is best known for his time with WWE under the ring name Ezekiel Jackson, where he was the final ECW Champion under the WWE brand of the same name, and a former Intercontinental Champion.Stephens made his professional wrestling debut for the California based promotion Ultimate Pro Wrestling in 2007 under the ring name Big Ryck Hytz. He was then signed by the WWE in 2007 and sent to Florida Championship Wrestling under the new ring name Rycklon which was later changed to Ezekiel Jackson after his main-roster debut in 2008. During his time in WWE, Jackson was the final man to win the ECW Championship making him the third African-American to hold the championship, the sixth black world champion (after The Rock, Booker T, Bobby Lashley, Ron Simmons and Mark Henry) and the only South American-born world champion in WWE history, he later joined The Corre but was kicked out, thus starting a feud with the stable's leader Wade Barrett and he would go on to win the WWE Intercontinental Championship. Jackson would leave WWE in 2014 and briefly wrestle for TNA in the same year. He also competed in one season of Lucha Underground as  Big Ryck from 2014-2015. Ryck would wrestle his last match for Westside Xtreme Wrestling (wxw) in October, 2015.  He is the owner of the Redwood City, California-based professional wrestling promotion and school Bryckhouse Pro Wrestling. In total, Jackson was a one-time world champion in professional wrestling.",https://en.wikipedia.org/wiki/Ezekiel_Jackson
Haiti,24,Samuel Dalembert,http://www.wikidata.org/entity/Q371821,wd:Q371821,2006485.0,Haitian-Canadian basketball player,"Samuel Davis Dalembert (born May 10, 1981) is a Haitian-Canadian former professional basketball player who played 13 seasons in the National Basketball Association (NBA). He played college basketball for Seton Hall University. During his active NBA career, Dalembert was known for his rebounding as well as his shot blocking ability.",https://en.wikipedia.org/wiki/Samuel_Dalembert
Honduras,15,Teófimo López,,,,,--,--
Hungary,68,Judit Polgár,http://www.wikidata.org/entity/Q183250,wd:Q183250,15937.0,Hungarian chess player,"Judit Polgár (born 23 July 1976) is a Hungarian chess grandmaster, generally considered the strongest female chess player of all time. In 1991, Polgár achieved the title of Grandmaster at the age of 15 years and 4 months, at the time the youngest to have done so, breaking the record previously held by former World Champion Bobby Fischer. She was the youngest player ever to break into the FIDE top 100 players rating list, ranking No. 55 in the January 1989 rating list, at the age of 12.Polgár is the only woman to have been a serious candidate for the World Chess Championship, in which she participated in 2005; she had previously participated in large, 100+ player knockout tournaments for the world championship. She is also the only woman to have surpassed 2700 Elo, reaching a peak world ranking of No. 8 in 2004 and peak rating of 2735 in 2005. She is the only woman to be ranked in the top ten of all chess players, first reaching that ranking in 1996. She was the No. 1 rated woman in the world from January 1989 until her retirement on 13 August 2014.She has won or shared first in the chess tournaments of Hastings 1993, Madrid 1994, León 1996, U.S. Open 1998, Hoogeveen 1999, Sigeman & Co 2000, Japfa 2000, and the Najdorf Memorial 2000. Polgár is the only woman to have won a game against a reigning world number one player, and has defeated eleven current or former world champions in either rapid or classical chess: Magnus Carlsen, Anatoly Karpov, Garry Kasparov, Vladimir Kramnik, Boris Spassky, Vasily Smyslov, Veselin Topalov, Viswanathan Anand, Ruslan Ponomariov, Alexander Khalifman, and Rustam Kasimdzhanov.On 13 August 2014, she announced her retirement from competitive chess. In June 2015, Polgár was elected as the new captain and head coach of the Hungarian national men's team. On 20 August 2015, she received Hungary's highest decoration, the Grand Cross of the Order of Saint Stephen of Hungary. In 2021, Polgár was inducted into the World Chess Hall of Fame.",https://en.wikipedia.org/wiki/Judit_Polg%C3%A1r
Iceland,112,Bobby Fischer,http://www.wikidata.org/entity/Q41314,wd:Q41314,2073557.0,American chess player (1943–2008),"Robert James Fischer (March 9, 1943 – January 17, 2008) was an American  chess grandmaster and the eleventh World Chess Champion. A chess prodigy, he won his first of a record eight US Championships at the age of 14. In 1964, he won with an 11–0 score, the only perfect score in the history of the tournament.  Qualifying for the 1972 World Championship, Fischer swept matches with Mark Taimanov and Bent Larsen by 6–0 scores. After another qualifying match against Tigran Petrosian, Fischer won the title match against Boris Spassky of the USSR, in Reykjavík, Iceland. Publicized as a Cold War confrontation between the US and USSR, the match attracted more worldwide interest than any chess championship before or since.
In 1975, Fischer refused to defend his title when an agreement could not be reached with FIDE, chess's international governing body, over the match conditions. Consequently, the Soviet challenger Anatoly Karpov was named World Champion by default. Fischer subsequently disappeared from the public eye, though occasional reports of erratic behavior emerged. In 1992, he reemerged to win an unofficial rematch against Spassky. It was held in Yugoslavia, which was under a United Nations embargo at the time. His participation led to a conflict with the US government, which warned Fischer that his participation in the match would violate an executive order imposing US sanctions on Yugoslavia. The US government ultimately issued a warrant for his arrest. After that, Fischer lived as an émigré. In 2004, he was arrested in Japan and held for several months for using a passport that the US government had revoked. Eventually, he was granted Icelandic  citizenship by a special act of the Icelandic parliament, allowing him to live there until his death in 2008.
Fischer made numerous lasting contributions to chess. His book My 60 Memorable Games, published in 1969, is regarded as essential reading in chess literature. In the 1990s, he patented a modified chess timing system that added a time increment after each move, now a standard practice in top tournament and match play. He also invented Fischer random chess, also known as Chess960, a chess variant in which the initial position of the pieces is randomized to one of 960 possible positions.
Fischer made numerous antisemitic statements and denied the Holocaust; his antisemitism, professed since at least the 1960s, was a major theme in his public and private remarks. There has been widespread comment and speculation concerning his psychological condition based on his extreme views and eccentric behavior.

",https://en.wikipedia.org/wiki/Bobby_Fischer
